8.000000000000000000e+02,5.330000000000000000e+02
8.000000000000000000e+02,5.330000000000000000e+02
8.000000000000000000e+02,5.330000000000000000e+02
8.000000000000000000e+02,5.330000000000000000e+02
8.000000000000000000e+02,5.330000000000000000e+02
8.000000000000000000e+02,5.330000000000000000e+02
8.000000000000000000e+02,5.330000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.140000000000000000e+02
1.024000000000000000e+03,6.140000000000000000e+02
1.024000000000000000e+03,6.140000000000000000e+02
1.024000000000000000e+03,6.140000000000000000e+02
1.024000000000000000e+03,6.140000000000000000e+02
1.024000000000000000e+03,6.140000000000000000e+02
5.200000000000000000e+02,2.990000000000000000e+02
5.200000000000000000e+02,2.990000000000000000e+02
1.024000000000000000e+03,6.850000000000000000e+02
1.024000000000000000e+03,6.850000000000000000e+02
1.024000000000000000e+03,6.850000000000000000e+02
1.024000000000000000e+03,6.850000000000000000e+02
1.024000000000000000e+03,6.850000000000000000e+02
1.024000000000000000e+03,6.850000000000000000e+02
1.024000000000000000e+03,6.850000000000000000e+02
6.830000000000000000e+02,1.024000000000000000e+03
6.830000000000000000e+02,1.024000000000000000e+03
6.830000000000000000e+02,1.024000000000000000e+03
6.830000000000000000e+02,1.024000000000000000e+03
6.830000000000000000e+02,1.024000000000000000e+03
6.830000000000000000e+02,1.024000000000000000e+03
6.830000000000000000e+02,1.024000000000000000e+03
6.830000000000000000e+02,1.024000000000000000e+03
6.830000000000000000e+02,1.024000000000000000e+03
6.830000000000000000e+02,1.024000000000000000e+03
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,8.210000000000000000e+02
1.024000000000000000e+03,8.210000000000000000e+02
1.024000000000000000e+03,8.210000000000000000e+02
1.024000000000000000e+03,8.210000000000000000e+02
1.024000000000000000e+03,8.210000000000000000e+02
1.024000000000000000e+03,8.210000000000000000e+02
1.024000000000000000e+03,8.210000000000000000e+02
1.024000000000000000e+03,8.210000000000000000e+02
1.024000000000000000e+03,5.760000000000000000e+02
1.024000000000000000e+03,5.760000000000000000e+02
1.024000000000000000e+03,5.760000000000000000e+02
1.024000000000000000e+03,5.760000000000000000e+02
1.024000000000000000e+03,5.760000000000000000e+02
1.024000000000000000e+03,5.760000000000000000e+02
1.024000000000000000e+03,5.760000000000000000e+02
1.024000000000000000e+03,5.760000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,6.830000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
7.680000000000000000e+02,1.024000000000000000e+03
7.680000000000000000e+02,1.024000000000000000e+03
7.680000000000000000e+02,1.024000000000000000e+03
7.680000000000000000e+02,1.024000000000000000e+03
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
6.810000000000000000e+02,1.024000000000000000e+03
6.810000000000000000e+02,1.024000000000000000e+03
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.680000000000000000e+02
1.024000000000000000e+03,7.690000000000000000e+02
1.024000000000000000e+03,7.690000000000000000e+02
1.024000000000000000e+03,7.690000000000000000e+02
1.024000000000000000e+03,7.690000000000000000e+02
1.024000000000000000e+03,7.690000000000000000e+02
1.024000000000000000e+03,7.690000000000000000e+02
1.024000000000000000e+03,7.690000000000000000e+02
1.024000000000000000e+03,7.690000000000000000e+02
1.024000000000000000e+03,7.690000000000000000e+02
1.024000000000000000e+03,7.690000000000000000e+02
1.024000000000000000e+03,7.690000000000000000e+02
1.024000000000000000e+03,7.690000000000000000e+02
9.600000000000000000e+02,6.400000000000000000e+02
9.600000000000000000e+02,6.400000000000000000e+02
9.600000000000000000e+02,6.400000000000000000e+02
9.600000000000000000e+02,6.400000000000000000e+02
9.600000000000000000e+02,6.400000000000000000e+02
